,class_cat,seq_name,class_id,qp,msr,IDF1,IDP,IDR,Rcll,Prcn,GT,MT,PT,ML,FP,FN,IDs,FM,MOTA,MOTP,IDt,IDa,IDm,num_matches,num_detections,num_objects,num_predictions,idtp,idfp,idfn
226,ClassC,BasketballDrill,56,26,32,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
227,ClassC,BasketballDrill,all,26,32,19.9,32.8,14.3,40.4,92.9,11,3,4,4,156,2995,61,90,36.1,0.204,2,59,0,1969,2030,5025,2186,718.0,1474.0,4307.0
228,ClassC,BasketballDrill,0,26,64,33.2,38.5,29.2,74.4,98.5,6,2,4,0,29,647,43,66,71.5,0.206,1,42,0,1837,1880,2527,1909,737.0,1175.0,1790.0
229,ClassC,BasketballDrill,32,26,64,2.5,5.4,1.6,15.5,52.4,2,0,1,1,141,843,18,20,-0.4,0.146,0,18,0,137,155,998,296,16.0,280.0,982.0
230,ClassC,BasketballDrill,56,26,64,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
231,ClassC,BasketballDrill,all,26,64,20.9,34.1,15.0,40.6,92.3,11,2,5,4,171,2985,60,85,36.0,0.201,1,59,0,1980,2040,5025,2211,756.0,1461.0,4269.0
232,ClassC,BasketballDrill,0,30,8,30.0,35.4,26.0,71.8,97.9,6,3,3,0,38,713,41,69,68.7,0.207,2,39,0,1773,1814,2527,1852,657.0,1198.0,1870.0
233,ClassC,BasketballDrill,32,30,8,2.7,5.1,1.8,13.7,38.9,2,0,1,1,215,861,16,16,-9.4,0.155,0,16,0,121,137,998,352,18.0,334.0,980.0
234,ClassC,BasketballDrill,56,30,8,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
235,ClassC,BasketballDrill,all,30,8,18.7,30.6,13.5,38.9,88.5,11,3,4,4,253,3069,56,84,32.8,0.203,2,54,0,1900,1956,5025,2209,678.0,1537.0,4347.0
236,ClassC,BasketballDrill,0,30,16,29.6,34.5,25.8,73.8,98.7,6,3,3,0,25,661,46,67,71.0,0.206,2,44,0,1820,1866,2527,1891,653.0,1241.0,1874.0
237,ClassC,BasketballDrill,32,30,16,2.0,3.2,1.5,13.0,27.5,2,0,1,1,343,868,16,18,-22.9,0.153,0,16,0,114,130,998,473,15.0,458.0,983.0
238,ClassC,BasketballDrill,56,30,16,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
239,ClassC,BasketballDrill,all,30,16,18.2,28.3,13.4,39.8,84.5,11,3,4,4,368,3025,61,84,31.3,0.203,2,59,0,1939,2000,5025,2368,671.0,1703.0,4354.0
232,ClassC,BasketballDrill,0,30,32,30.4,35.8,26.5,72.9,98.6,6,3,3,0,26,685,44,65,70.1,0.205,2,42,0,1798,1842,2527,1868,669.0,1202.0,1858.0
233,ClassC,BasketballDrill,32,30,32,2.5,4.4,1.7,14.1,36.3,2,0,1,1,247,857,18,18,-12.4,0.154,0,18,0,123,141,998,388,17.0,371.0,981.0
234,ClassC,BasketballDrill,56,30,32,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
235,ClassC,BasketballDrill,all,30,32,18.9,30.5,13.7,39.5,87.9,11,3,4,4,273,3042,62,83,32.8,0.201,2,60,0,1921,1983,5025,2256,689.0,1573.0,4336.0
236,ClassC,BasketballDrill,0,30,64,29.7,34.7,25.9,73.3,98.4,6,2,4,0,31,675,49,67,70.1,0.206,2,47,0,1803,1852,2527,1883,654.0,1232.0,1873.0
237,ClassC,BasketballDrill,32,30,64,2.4,3.8,1.8,14.0,29.5,2,0,1,1,334,858,16,16,-21.0,0.158,0,16,0,124,140,998,474,18.0,456.0,980.0
238,ClassC,BasketballDrill,56,30,64,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
239,ClassC,BasketballDrill,all,30,64,18.3,28.5,13.4,39.7,84.5,11,2,5,4,365,3031,65,84,31.1,0.202,2,63,0,1929,1994,5025,2359,675.0,1690.0,4350.0
240,ClassC,BasketballDrill,0,34,8,28.8,34.5,24.7,70.3,98.4,6,3,3,0,29,750,37,63,67.7,0.206,1,36,0,1740,1777,2527,1806,625.0,1184.0,1902.0
241,ClassC,BasketballDrill,32,34,8,1.9,6.7,1.1,7.1,43.3,2,0,0,2,93,927,14,16,-3.6,0.142,0,14,0,57,71,998,164,11.0,153.0,987.0
242,ClassC,BasketballDrill,56,34,8,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
243,ClassC,BasketballDrill,all,34,8,18.3,32.3,12.7,36.8,93.8,11,3,3,5,122,3174,51,80,33.4,0.204,1,50,0,1800,1851,5025,1973,639.0,1340.0,4386.0
244,ClassC,BasketballDrill,0,34,16,28.9,34.2,24.9,71.3,98.0,6,2,4,0,36,725,42,70,68.2,0.209,2,40,0,1760,1802,2527,1838,630.0,1211.0,1897.0
245,ClassC,BasketballDrill,32,34,16,1.7,3.8,1.1,8.8,30.3,2,0,0,2,202,910,16,18,-13.0,0.143,0,16,0,72,88,998,290,11.0,279.0,987.0
246,ClassC,BasketballDrill,56,34,16,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
247,ClassC,BasketballDrill,all,34,16,18.0,30.2,12.8,37.6,88.8,11,2,4,5,238,3136,58,88,31.7,0.206,2,56,0,1831,1889,5025,2127,644.0,1489.0,4381.0
240,ClassC,BasketballDrill,0,34,32,25.7,30.8,22.0,70.2,98.6,6,3,3,0,25,752,42,62,67.6,0.209,1,41,0,1733,1775,2527,1800,556.0,1247.0,1971.0
241,ClassC,BasketballDrill,32,34,32,2.4,6.0,1.5,8.5,33.9,2,0,0,2,166,913,14,15,-9.5,0.154,0,14,0,71,85,998,251,15.0,236.0,983.0
242,ClassC,BasketballDrill,56,34,32,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
243,ClassC,BasketballDrill,all,34,32,16.2,27.9,11.4,37.1,90.7,11,3,3,5,191,3163,56,77,32.1,0.206,1,55,0,1806,1862,5025,2053,574.0,1485.0,4451.0
244,ClassC,BasketballDrill,0,34,64,30.4,35.8,26.4,72.3,98.4,6,2,4,0,29,700,37,71,69.7,0.211,1,36,0,1790,1827,2527,1856,666.0,1193.0,1861.0
245,ClassC,BasketballDrill,32,34,64,2.2,6.4,1.3,9.4,46.5,2,0,0,2,108,904,13,14,-2.7,0.154,0,13,0,81,94,998,202,13.0,189.0,985.0
246,ClassC,BasketballDrill,56,34,64,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
247,ClassC,BasketballDrill,all,34,64,19.2,33.0,13.5,38.1,93.3,11,2,4,5,137,3108,50,85,34.4,0.208,1,49,0,1867,1917,5025,2054,679.0,1381.0,4346.0
248,ClassC,BasketballDrill,0,38,8,23.5,29.5,19.5,65.3,98.8,6,1,5,0,20,877,49,77,62.6,0.212,2,47,0,1601,1650,2527,1670,494.0,1179.0,2033.0
249,ClassC,BasketballDrill,32,38,8,1.1,7.1,0.6,2.8,33.3,2,0,0,2,56,970,9,9,-3.7,0.129,0,9,0,19,28,998,84,6.0,78.0,992.0
250,ClassC,BasketballDrill,56,38,8,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
251,ClassC,BasketballDrill,all,38,8,14.8,28.6,10.0,33.4,95.7,11,1,5,5,76,3347,58,86,30.7,0.211,2,56,0,1620,1678,5025,1754,503.0,1257.0,4522.0
252,ClassC,BasketballDrill,0,38,16,27.2,33.5,22.8,66.5,98.0,6,2,4,0,34,846,42,69,63.5,0.213,2,40,0,1639,1681,2527,1715,576.0,1142.0,1951.0
253,ClassC,BasketballDrill,32,38,16,2.7,31.1,1.4,4.5,100.0,2,0,0,2,0,953,12,12,3.3,0.149,0,12,0,33,45,998,45,14.0,31.0,984.0
254,ClassC,BasketballDrill,56,38,16,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
255,ClassC,BasketballDrill,all,38,16,17.5,33.7,11.8,34.2,97.8,11,2,4,5,38,3307,55,84,32.3,0.212,2,53,0,1663,1718,5025,1756,593.0,1169.0,4432.0
248,ClassC,BasketballDrill,0,38,32,30.5,36.8,25.9,68.8,97.9,6,2,4,0,37,789,37,64,65.8,0.217,1,36,0,1701,1738,2527,1775,655.0,1123.0,1872.0
249,ClassC,BasketballDrill,32,38,32,0.9,5.3,0.5,3.0,31.6,2,0,0,2,65,968,10,11,-4.5,0.153,0,10,0,20,30,998,95,5.0,90.0,993.0
250,ClassC,BasketballDrill,56,38,32,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
251,ClassC,BasketballDrill,all,38,32,19.2,35.5,13.2,35.1,94.6,11,2,4,5,101,3262,47,77,32.1,0.216,1,46,0,1716,1763,5025,1864,663.0,1207.0,4362.0
252,ClassC,BasketballDrill,0,38,64,27.4,33.8,23.0,66.8,98.4,6,2,4,0,27,839,39,65,64.2,0.214,2,37,0,1649,1688,2527,1715,581.0,1137.0,1946.0
253,ClassC,BasketballDrill,32,38,64,1.5,10.7,0.8,4.3,57.3,2,0,0,2,32,955,10,11,0.1,0.146,0,10,0,33,43,998,75,8.0,67.0,990.0
254,ClassC,BasketballDrill,56,38,64,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
255,ClassC,BasketballDrill,all,38,64,17.4,33.0,11.8,34.4,96.7,11,2,4,5,59,3294,49,76,32.3,0.213,2,47,0,1682,1731,5025,1790,592.0,1204.0,4433.0
256,ClassC,BasketballDrill,0,42,8,21.0,29.4,16.3,54.1,97.5,6,0,6,0,35,1161,51,83,50.7,0.231,0,51,0,1315,1366,2527,1401,413.0,991.0,2114.0
257,ClassC,BasketballDrill,32,42,8,0.8,13.8,0.4,0.8,27.6,2,0,0,2,21,990,3,4,-1.6,0.149,0,3,0,5,8,998,29,4.0,25.0,994.0
258,ClassC,BasketballDrill,56,42,8,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
259,ClassC,BasketballDrill,all,42,8,13.0,29.2,8.4,27.3,96.1,11,0,6,5,56,3651,54,87,25.2,0.23,0,54,0,1320,1374,5025,1430,420.0,1016.0,4605.0
260,ClassC,BasketballDrill,0,42,16,18.4,25.3,14.5,55.5,97.2,6,0,6,0,41,1125,47,76,52.0,0.226,0,47,0,1355,1402,2527,1443,366.0,1080.0,2161.0
261,ClassC,BasketballDrill,32,42,16,0.6,27.3,0.3,1.1,100.0,2,0,0,2,0,987,5,5,0.6,0.132,0,5,0,6,11,998,11,3.0,8.0,995.0
262,ClassC,BasketballDrill,56,42,16,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
263,ClassC,BasketballDrill,all,42,16,11.5,25.5,7.4,28.1,97.2,11,0,6,5,41,3612,52,81,26.3,0.226,0,52,0,1361,1413,5025,1454,372.0,1088.0,4653.0
256,ClassC,BasketballDrill,0,42,32,21.1,29.7,16.3,53.2,97.2,6,0,6,0,39,1183,51,80,49.6,0.227,0,51,0,1293,1344,2527,1383,412.0,974.0,2115.0
257,ClassC,BasketballDrill,32,42,32,0.6,21.4,0.3,0.6,42.9,2,0,0,2,8,992,2,2,-0.4,0.165,0,2,0,4,6,998,14,3.0,11.0,995.0
258,ClassC,BasketballDrill,56,42,32,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
259,ClassC,BasketballDrill,all,42,32,13.0,29.8,8.3,26.9,96.6,11,0,6,5,47,3675,53,82,24.9,0.227,0,53,0,1297,1350,5025,1397,418.0,985.0,4607.0
260,ClassC,BasketballDrill,0,42,64,25.8,35.4,20.3,55.8,97.2,6,0,6,0,40,1117,43,81,52.5,0.227,0,43,0,1367,1410,2527,1450,514.0,939.0,2013.0
261,ClassC,BasketballDrill,32,42,64,0.8,7.5,0.4,0.9,17.0,2,0,0,2,44,989,3,3,-3.8,0.157,0,3,0,6,9,998,53,4.0,49.0,994.0
262,ClassC,BasketballDrill,56,42,64,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
263,ClassC,BasketballDrill,all,42,64,16.0,34.5,10.4,28.2,94.4,11,0,6,5,84,3606,46,84,25.7,0.226,0,46,0,1373,1419,5025,1503,521.0,988.0,4504.0
264,ClassC,BasketballDrill,0,46,8,14.6,29.1,9.8,30.8,92.1,6,0,4,2,67,1748,43,79,26.5,0.261,0,43,0,736,779,2527,846,247.0,602.0,2280.0
265,ClassC,BasketballDrill,32,46,8,0.0,,0.0,0.0,,2,0,0,2,0,998,0,0,0.0,,0,0,0,0,0,998,0,0.0,0.0,998.0
266,ClassC,BasketballDrill,56,46,8,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
267,ClassC,BasketballDrill,all,46,8,8.5,29.3,5.0,15.5,92.1,11,0,4,7,67,4246,43,79,13.3,0.261,0,43,0,736,779,5025,846,250.0,602.0,4775.0
268,ClassC,BasketballDrill,0,46,16,16.1,29.7,11.0,34.7,93.6,6,0,4,2,60,1651,42,67,30.6,0.252,1,41,0,834,876,2527,936,279.0,660.0,2248.0
269,ClassC,BasketballDrill,32,46,16,0.2,100.0,0.1,0.1,100.0,2,0,0,2,0,997,0,0,0.1,0.115,0,0,0,1,1,998,1,1.0,0.0,997.0
270,ClassC,BasketballDrill,56,46,16,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
271,ClassC,BasketballDrill,all,46,16,9.5,30.0,5.6,17.5,93.6,11,0,4,7,60,4148,42,67,15.4,0.252,1,41,0,835,877,5025,937,283.0,660.0,4742.0
264,ClassC,BasketballDrill,0,46,32,13.9,27.5,9.3,32.6,96.6,6,0,3,3,29,1703,47,69,29.6,0.247,0,47,0,777,824,2527,853,235.0,621.0,2292.0
265,ClassC,BasketballDrill,32,46,32,0.0,,0.0,0.0,,2,0,0,2,0,998,0,0,0.0,,0,0,0,0,0,998,0,0.0,0.0,998.0
266,ClassC,BasketballDrill,56,46,32,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
267,ClassC,BasketballDrill,all,46,32,8.1,27.7,4.7,16.4,96.6,11,0,3,8,29,4201,47,69,14.9,0.247,0,47,0,777,824,5025,853,238.0,621.0,4787.0
268,ClassC,BasketballDrill,0,46,64,13.8,26.0,9.4,33.6,93.6,6,0,5,1,58,1677,53,81,29.2,0.256,0,53,0,797,850,2527,908,237.0,674.0,2290.0
269,ClassC,BasketballDrill,32,46,64,0.0,,0.0,0.0,,2,0,0,2,0,998,0,0,0.0,,0,0,0,0,0,998,0,0.0,0.0,998.0
270,ClassC,BasketballDrill,56,46,64,0.4,100.0,0.2,0.0,,3,0,0,3,0,1500,0,0,0.0,,0,0,0,0,0,1500,0,3.0,0.0,1497.0
271,ClassC,BasketballDrill,all,46,64,8.1,26.3,4.8,16.9,93.6,11,0,5,6,58,4175,53,81,14.7,0.256,0,53,0,797,850,5025,908,240.0,674.0,4785.0
272,ClassC,RaceHorsesC,0,18,8,69.1,79.6,60.9,75.4,98.6,7,3,2,2,8,187,7,12,73.4,0.141,0,7,0,566,573,760,581,463.0,119.0,297.0
273,ClassC,RaceHorsesC,17,18,8,55.4,69.0,46.0,61.8,93.9,6,1,5,0,35,331,14,28,56.1,0.153,2,11,0,521,535,866,570,398.0,179.0,468.0
274,ClassC,RaceHorsesC,all,18,8,62.0,74.3,53.0,68.1,96.3,13,4,7,2,43,518,22,40,64.1,0.146,2,19,0,1086,1108,1626,1151,861.0,298.0,765.0
275,ClassC,RaceHorsesC,0,18,16,78.2,89.5,69.3,76.8,99.3,7,3,3,1,4,176,6,10,75.5,0.142,0,6,0,578,584,760,588,527.0,62.0,233.0
276,ClassC,RaceHorsesC,17,18,16,56.2,69.0,47.0,62.7,93.1,6,1,5,0,40,323,14,26,56.5,0.152,2,11,0,529,543,866,583,407.0,183.0,459.0
277,ClassC,RaceHorsesC,all,18,16,66.8,79.2,57.4,69.3,96.2,13,4,8,1,44,499,21,36,65.3,0.146,2,18,0,1106,1127,1626,1171,934.0,245.0,692.0
272,ClassC,RaceHorsesC,0,18,32,76.4,88.3,67.2,75.1,98.8,7,3,3,1,7,189,6,13,73.4,0.143,0,6,0,565,571,760,578,511.0,68.0,249.0
273,ClassC,RaceHorsesC,17,18,32,54.4,67.7,45.0,61.4,93.5,6,1,5,0,37,334,14,26,55.5,0.148,1,13,0,518,532,866,569,390.0,186.0,476.0
274,ClassC,RaceHorsesC,all,18,32,64.8,77.7,55.4,68.0,96.2,13,4,8,1,44,520,21,40,64.0,0.146,2,19,0,1085,1106,1626,1150,900.0,258.0,726.0
275,ClassC,RaceHorsesC,0,18,64,76.9,88.4,68.0,75.7,98.5,7,3,3,1,9,185,6,13,73.7,0.143,0,6,0,569,575,760,584,517.0,68.0,243.0
276,ClassC,RaceHorsesC,17,18,64,54.5,66.7,45.7,63.7,94.0,6,1,5,0,35,314,13,22,58.2,0.148,1,12,0,539,552,866,587,396.0,198.0,470.0
277,ClassC,RaceHorsesC,all,18,64,65.3,77.4,56.2,69.3,96.2,13,4,8,1,44,499,20,35,65.4,0.145,2,18,0,1107,1127,1626,1171,913.0,266.0,713.0
278,ClassC,RaceHorsesC,0,22,8,69.9,80.6,61.7,75.5,98.8,7,3,2,2,7,186,6,11,73.8,0.14,0,6,0,568,574,760,581,469.0,113.0,291.0
279,ClassC,RaceHorsesC,17,22,8,48.1,60.4,39.7,61.3,94.3,6,1,5,0,32,335,16,28,55.8,0.152,2,13,0,515,531,866,563,344.0,226.0,522.0
280,ClassC,RaceHorsesC,all,22,8,58.7,70.6,50.0,67.9,96.6,13,4,7,2,39,522,23,41,64.1,0.146,1,20,0,1081,1104,1626,1143,813.0,338.0,813.0
281,ClassC,RaceHorsesC,0,22,16,77.7,88.5,69.1,77.0,98.8,7,3,3,1,7,175,6,11,75.3,0.142,0,6,0,579,585,760,592,525.0,68.0,235.0
282,ClassC,RaceHorsesC,17,22,16,54.5,67.1,45.5,62.8,93.8,6,1,5,0,36,322,13,26,57.2,0.148,1,12,0,531,544,866,580,394.0,193.0,472.0
283,ClassC,RaceHorsesC,all,22,16,65.6,77.7,56.5,69.6,96.3,13,4,8,1,43,494,20,37,65.7,0.146,2,18,0,1112,1132,1626,1175,919.0,264.0,707.0
278,ClassC,RaceHorsesC,0,22,32,76.6,88.2,67.6,75.7,98.8,7,3,3,1,7,185,5,12,74.1,0.142,0,5,0,570,575,760,582,514.0,69.0,246.0
279,ClassC,RaceHorsesC,17,22,32,54.0,67.4,44.7,61.8,94.4,6,1,5,0,32,331,12,25,56.7,0.149,1,11,0,523,535,866,567,387.0,187.0,479.0
280,ClassC,RaceHorsesC,all,22,32,64.8,77.4,55.4,68.6,96.5,13,4,8,1,41,511,18,38,64.9,0.146,1,17,0,1097,1115,1626,1156,901.0,263.0,725.0
281,ClassC,RaceHorsesC,0,22,64,78.1,88.9,69.6,76.8,98.3,7,3,3,1,10,176,6,11,74.7,0.14,0,6,0,578,584,760,594,529.0,66.0,231.0
282,ClassC,RaceHorsesC,17,22,64,54.0,68.2,44.3,59.9,93.3,6,1,5,0,37,347,14,23,54.0,0.148,1,13,0,505,519,866,556,384.0,179.0,482.0
283,ClassC,RaceHorsesC,all,22,64,65.7,78.6,56.2,68.0,95.9,13,4,8,1,47,520,22,35,63.8,0.144,3,20,1,1084,1106,1626,1153,913.0,248.0,713.0
284,ClassC,RaceHorsesC,0,26,8,72.5,84.8,63.2,73.3,98.6,7,3,2,2,8,203,6,12,71.4,0.138,0,6,0,551,557,760,565,480.0,86.0,280.0
285,ClassC,RaceHorsesC,17,26,8,54.4,68.3,44.8,61.3,94.7,6,1,5,0,30,335,14,26,56.2,0.148,1,13,0,517,531,866,561,388.0,180.0,478.0
286,ClassC,RaceHorsesC,all,26,8,62.8,76.3,53.1,66.9,96.6,13,4,7,2,38,539,21,39,63.2,0.144,2,18,0,1066,1087,1626,1125,864.0,269.0,762.0
287,ClassC,RaceHorsesC,0,26,16,68.7,80.0,60.1,74.3,99.1,7,3,3,1,5,195,6,11,72.9,0.143,0,6,0,559,565,760,570,457.0,114.0,303.0
288,ClassC,RaceHorsesC,17,26,16,54.2,69.7,44.0,58.5,93.9,6,1,5,0,33,359,14,26,53.1,0.144,2,13,1,493,507,866,540,381.0,166.0,485.0
289,ClassC,RaceHorsesC,all,26,16,61.3,75.1,51.5,65.7,96.6,13,4,8,1,38,557,20,37,62.2,0.143,3,18,1,1049,1069,1626,1107,837.0,278.0,789.0
284,ClassC,RaceHorsesC,0,26,32,75.9,87.6,66.8,75.1,98.6,7,3,2,2,8,189,5,14,73.4,0.143,0,5,0,566,571,760,579,508.0,72.0,252.0
285,ClassC,RaceHorsesC,17,26,32,54.7,68.9,45.0,61.4,95.2,6,1,5,0,27,334,11,25,57.0,0.15,1,10,0,521,532,866,559,390.0,176.0,476.0
286,ClassC,RaceHorsesC,all,26,32,65.1,78.7,55.2,67.6,97.0,13,4,7,2,34,527,19,38,64.3,0.145,2,16,0,1080,1099,1626,1133,898.0,243.0,728.0
287,ClassC,RaceHorsesC,0,26,64,77.8,88.4,69.3,77.2,98.7,7,3,2,2,8,173,5,7,75.5,0.144,0,5,0,582,587,760,595,527.0,69.0,233.0
288,ClassC,RaceHorsesC,17,26,64,47.2,59.8,38.7,60.4,94.6,6,1,5,0,30,343,15,29,55.2,0.148,2,13,0,508,523,866,553,335.0,225.0,531.0
289,ClassC,RaceHorsesC,all,26,64,62.3,75.0,53.0,68.1,96.9,13,4,7,2,35,519,20,35,64.7,0.145,2,18,0,1087,1107,1626,1142,862.0,288.0,764.0
290,ClassC,RaceHorsesC,0,30,8,69.3,80.6,60.7,74.6,99.3,7,3,2,2,4,193,6,10,73.3,0.143,0,6,0,561,567,760,571,461.0,111.0,299.0
291,ClassC,RaceHorsesC,17,30,8,56.2,74.2,44.8,57.3,96.1,6,1,5,0,20,370,13,22,53.5,0.137,2,11,0,483,496,866,516,388.0,135.0,478.0
292,ClassC,RaceHorsesC,all,30,8,62.5,77.4,52.1,65.3,97.8,13,4,7,2,24,564,21,34,62.5,0.14,3,18,0,1041,1062,1626,1086,847.0,247.0,779.0
293,ClassC,RaceHorsesC,0,30,16,77.4,89.5,68.2,75.3,99.0,7,3,2,2,6,188,5,10,73.8,0.137,0,5,0,567,572,760,578,518.0,61.0,242.0
294,ClassC,RaceHorsesC,17,30,16,54.1,71.4,43.2,57.7,96.7,6,0,6,0,17,366,13,25,54.3,0.135,1,12,0,487,500,866,517,374.0,150.0,492.0
295,ClassC,RaceHorsesC,all,30,16,65.4,80.8,54.7,65.9,97.9,13,3,8,2,23,555,19,36,63.3,0.136,1,18,0,1052,1071,1626,1094,890.0,212.0,736.0
290,ClassC,RaceHorsesC,0,30,32,76.6,89.2,67.1,74.7,99.5,7,3,2,2,3,192,5,11,73.7,0.142,0,5,0,563,568,760,571,510.0,62.0,250.0
291,ClassC,RaceHorsesC,17,30,32,55.0,72.3,44.0,57.7,96.2,6,1,5,0,20,366,13,26,53.9,0.136,2,12,1,487,500,866,520,381.0,146.0,485.0
292,ClassC,RaceHorsesC,all,30,32,65.6,81.1,54.8,65.7,97.9,13,4,7,2,23,558,19,38,63.1,0.139,3,17,1,1049,1068,1626,1091,891.0,208.0,735.0
293,ClassC,RaceHorsesC,0,30,64,76.4,89.1,66.8,74.2,99.1,7,3,2,2,5,196,5,12,72.9,0.144,0,5,0,559,564,760,569,508.0,62.0,252.0
294,ClassC,RaceHorsesC,17,30,64,55.9,71.7,45.4,59.5,95.2,6,1,5,0,26,351,12,24,55.1,0.135,1,11,0,503,515,866,541,393.0,155.0,473.0
295,ClassC,RaceHorsesC,all,30,64,65.1,79.6,54.8,66.3,97.0,13,4,7,2,33,548,19,38,63.1,0.141,2,17,0,1059,1078,1626,1111,891.0,228.0,735.0
296,ClassC,RaceHorsesC,0,34,8,69.8,81.7,60.9,73.7,98.9,7,3,2,2,6,200,5,8,72.2,0.146,0,5,0,555,560,760,566,463.0,104.0,297.0
297,ClassC,RaceHorsesC,17,34,8,57.0,76.5,45.0,56.7,97.6,6,1,5,0,12,375,9,23,54.3,0.128,1,9,1,482,491,866,503,390.0,120.0,476.0
298,ClassC,RaceHorsesC,all,34,8,63.2,79.0,52.5,64.7,98.1,13,4,7,2,20,574,14,32,62.6,0.139,2,14,2,1038,1052,1626,1072,853.0,227.0,773.0
299,ClassC,RaceHorsesC,0,34,16,69.5,81.8,60.4,73.0,99.1,7,3,2,2,5,205,5,10,71.7,0.141,0,5,0,550,555,760,560,459.0,102.0,301.0
300,ClassC,RaceHorsesC,17,34,16,47.7,67.4,36.6,52.1,97.4,6,0,6,0,12,415,10,29,49.5,0.129,2,9,1,441,451,866,463,317.0,153.0,549.0
301,ClassC,RaceHorsesC,all,34,16,57.8,74.2,47.1,62.1,98.4,13,3,8,2,16,617,16,40,60.1,0.137,3,14,1,993,1009,1626,1025,766.0,267.0,860.0
296,ClassC,RaceHorsesC,0,34,32,77.7,89.7,68.4,75.4,99.0,7,3,2,2,6,187,5,9,73.9,0.144,0,5,0,568,573,760,579,520.0,60.0,240.0
297,ClassC,RaceHorsesC,17,34,32,63.1,85.6,49.5,56.1,98.4,6,0,5,1,8,380,9,24,54.2,0.128,0,9,0,477,486,866,494,429.0,72.0,437.0
298,ClassC,RaceHorsesC,all,34,32,70.0,87.2,58.2,65.3,98.4,13,3,8,2,17,565,16,32,63.2,0.139,2,14,0,1045,1061,1626,1078,947.0,139.0,679.0
299,ClassC,RaceHorsesC,0,34,64,77.2,89.6,67.8,74.9,99.1,7,3,2,2,5,191,5,9,73.6,0.146,0,5,0,564,569,760,574,515.0,60.0,245.0
300,ClassC,RaceHorsesC,17,34,64,50.4,68.8,39.5,55.7,98.4,6,0,5,1,8,384,11,23,53.5,0.129,1,10,0,471,482,866,490,342.0,155.0,524.0
301,ClassC,RaceHorsesC,all,34,64,63.3,79.3,52.4,64.8,98.8,13,3,8,2,13,573,19,34,62.8,0.138,2,17,0,1034,1053,1626,1066,852.0,222.0,774.0
302,ClassC,RaceHorsesC,0,38,8,63.0,76.9,53.3,68.7,99.2,7,3,2,2,4,238,7,11,67.2,0.143,0,7,0,515,522,760,526,405.0,122.0,355.0
303,ClassC,RaceHorsesC,17,38,8,41.1,61.0,30.7,49.3,99.5,6,0,5,1,2,439,11,24,47.8,0.131,3,9,1,416,427,866,429,266.0,170.0,600.0
304,ClassC,RaceHorsesC,all,38,8,52.1,70.0,41.3,58.1,99.4,13,3,7,3,6,681,18,34,56.6,0.137,3,16,1,927,945,1626,951,671.0,288.0,955.0
